Brand,Product Title,Price,Rating,Seller Rating,Ship on Time Score,URL Link,No.of Questions,Specifications
Realme,Realme C51 RAM 4GB ROM 64GB Front Camera,33000,4.6,85.0,77.0,https://www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404169.html?search=1,131,"BuildOSAndroid 13 OS UIRealme UI T Dimensions167.2 x 76.7 x 8 mm Weight186 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsMint Green, Carbon Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Xiaomi,Xiaomi Redmi 12C - 4GB RAM 64GB/128GB ROM,25499,0.0,82.0,66.0,https://www.daraz.pk/products/64gb-4gb-y83-i438268078-s2122207738.html?search=1,53,PTA Approved
Sparx,Sparx neo 7 ultra 8GB RAM 128GB ROM,31499,4.7,91.0,75.0,https://www.daraz.pk/products/12-air-8gb-128gb-wach-5000mah-i432544717-s2064878271.html?search=1,84,"Sparx Neo 7 Ultra detailed specificationsBuildOSAndroid 12 OS DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsVarious Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Redmi,Redmi 12 || 4GB Ram 128GB Rom ||,36999,5.0,91.0,75.0,https://www.daraz.pk/products/12-4gb-1-000-gb-i434655943-s2084959088.html?search=1,11,"General FeaturesRelease Date2023-09-12SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.6 x 76.3 x 8.2 mmPhone Weight198.5 gOperating SystemAndroid 13, MIUI 14DisplayScreen Size6.79 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM4 GBCard SlotYesPerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightN/AFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes"
Infinix,"Infinix Note 30 , 8GB RAM 256GB ROM",47999,4.7,93.0,100.0,https://www.daraz.pk/products/a2-64gb-3gb-1-pta-i430539584-s2053267858.html?search=1,132,"ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in128/256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)"
vivo,vivo y83 4GB 64GB Dual Sim Approved Only,15999,4.8,99.0,81.0,https://www.daraz.pk/products/5-2-pta-8128-i426378803-s2033490212.html?search=1,127,pre { white-space: pre-wrap
Vivo,Vivo Y17S || 6GB+6GB Ram 128GB Rom ||,44999,0.0,91.0,75.0,https://www.daraz.pk/products/15-5g-pta-i435781778-s2091201800.html?search=1,125,"General FeaturesRelease Date2023-09-18SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.7 x 75.4 x 8.1 mmPhone Weight186 gOperating SystemAndroid 13, Funtouch 13DisplayScreen Size6.56 InchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCD, 700 nits (peak)Screen ProtectionN/AMemoryInternal Memory128 GBRAM6 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek MT6769 Helio G85 Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightN/AFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioFM radioWiFiYesNFCNo"
Redmi,"Redmi Note 12 8GB Ram 128GB Rom, Display",49999,5.0,99.0,81.0,https://www.daraz.pk/products/lg-v60-pta-8128-i427878874-s2034508752.html?search=1,146,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Tecno,Tecno Spark 10C RAM 4 GB ROM 128,29999,5.0,89.0,47.0,https://www.daraz.pk/products/20-8gb-8gb-256gb-5000-mah-i428986336-s2045897546.html?search=1,35,"BuildOSAndroid 12 OS UIHIOS 8.6 Dimensions163.9 x 75.5 x 8.5 mm WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Infinix,Infinix Note 30 Pro || 8GB RAM 256Gb,62799,4.6,87.0,18.0,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i428260994-s2049065109.html?search=1,124,"InfinixNote 30 Pro detailed specifications Build OS Android 13 OS UI XOS 13 Dimensions 162.7 x 76 x 8.2 mm Weight 203 g SIM Dual Sim, Dual Standby (Nano-SIM) Colors Magic Black, Variable Gold Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900"
Sparx,"Sparx Neo 5 Pro || 6.5"" Display|| 2GB",19500,4.7,91.0,75.0,https://www.daraz.pk/products/12-8gb-128gb-5000mah-33-i421379488-s1989920618.html?search=1,33,Sparx wants to launch new Neo 5 series of smartphones in local markets.
Sparx,Sparx S7 2GB Ram 32GB Rom Tripple Camera,14299,5.0,0.0,100.0,https://www.daraz.pk/products/x-pta-64gb-256gb-id-100-i438159695-s2119064119.html?search=1,135,• The Sparx S7 boasts 2GB RAM and 32GB ROM for efficient performance.
Infinix,Infinix Zero 30 4G RAM 8 GB ROM,75000,4.7,90.0,71.0,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i425749788-s2018940686.html?search=1,40,"BuildOSAndroid 13 OS UIXOS 13 Dimensions164.5 x 75 x 7.9 mm Weight182 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsSunset Gold, Misty Green, Pearly White Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Infinix,Infinix Note 30 8GB Ram 256GB Memory,46697,5.0,95.0,94.0,https://www.daraz.pk/products/4gb-12c-64gb-pta-1-i424399248-s2010703888.html?search=1,95,"Infinix Note 30 detailed specificationsBuildOSAndroid 13 OS UIXOS Dimensions168.6 x 76.6 x 8.6 mm Weight219 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsObsidian Black, Interstellar Blue, Sunset Gold Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Itel,Itel A60s || 4GB + 128GB || 6.6,22999,4.4,86.0,76.0,https://www.daraz.pk/products/infinix-smart-7-64gb-rom-4gb-ram-pta-approved-official-warranty-i404870740-s1950358084.html?search=1,106,"BuildOSAndroid 12Dimensions--- x --- x 8.9 mm thickness (Height x Width x Thickness)Weight-SIMDual SIM (Nano-SIM, dual stand-by)ColorsGlacier Green, Sunshine Gold, Moonlit Violet, Shadow BlackLaunchReleasedJune 15, 2023StatusAvailableinNigeria, Ghana, Bangladesh, South Africa, Kenya, Zimbabwe, Pakistan, India, Uganda, Tanzania, Nepal, Thailand, Indonesia, Saudi Arabia, UAE, Sri Lanka & GlobalFrequencyDataGSM / HSPA / LTE2G BandsSIM 1: GSM 850 / 900 / 1800 / 1900"
Samsung,Samsung Galaxy A73 5G - 8GB ROM 256GB,172999,4.7,91.0,75.0,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i431382940-s2064284782.html?search=1,86,PTA Approved
Lg,Lg V60 Thing original Official Pta approved 8/128,58000,0.0,95.0,94.0,https://www.daraz.pk/products/c51-4gb-64gb-5-mp-50-mp-008-mp-5000-mah-i438775341-s2124145857.html?search=1,57,LG V60 ORIGINAL PRODUCT 10BY10 WATERPACK SINGLE SIM ONLY WE MAKE PTA APPROVED AFTER DELIVERY ON CNIC
Infinix,Infinix Note 30 Pro || 8GB + 8GB,62999,4.8,94.0,87.0,https://www.daraz.pk/products/p17-2gb-32gb-fwvga-sc7731e-1-mah-i363555806-s1814617710.html?search=1,23,"General FeaturesRelease Date2023-05-22SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions162.7 x 76 x 8.2 mmPhone Weight203 gOperating SystemAndroid 13, XOS 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED, 1B colors, 120Hz, 900 nits (peak)Screen ProtectionN/AMemoryInternal Memory256 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek MT8781 Helio G99GPUMali-G57 MC2BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera32 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera108 MP + 2 MP + 2 MPBack Video Recording1440p@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes (market/region dependent)"
Redmi,Redmi 12C || 4GB Ram 128GB Rom ||,28999,0.0,95.0,94.0,https://www.daraz.pk/products/30-4g-8-gb-256-gb-50-mp-2-mp-2-mp-2-mp-i438402434-s2122420391.html?search=1,42,"BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Xiaomi,"Xiaomi 13T Pro - 6.67"" Inch AMOLED Display",238499,4.4,94.0,63.0,https://www.daraz.pk/products/a2-3gb-64gb-8mp-5000mah-i431415621-s2075020731.html?search=1,141,1 Year Brand Warranty
Apple,Apple iPhone 15 Pro Max 5G || PTA,649999,4.3,89.0,47.0,https://www.daraz.pk/products/8gb-s23-128gb-66-mah-50mp-pta-i427887954-s2033472043.html?search=1,48,"General FeaturesRelease Date2023-09-12SIM SupportDual SIM (Nano-SIM, dual stand-by) - HK VersionPhone Dimensions159.9 x 76.7 x 8.2 mmPhone Weight221 gOperating SystemiOS 17DisplayScreen Size6.7 InchesScreen Resolution2796 x 1290 PixelsScreen TypeSuper Retina XDR OLEDScreen ProtectionCeramic Shield glassMemoryInternal Memory256/ 512 GB/ 1 TBRAM8 GBCard SlotNoPerformanceProcessorApple A17 Pro Hexa-coreGPUApple GPU (6-core graphics)BatteryType4422 mAhCameraFront Camera12 MPFront Flash LightNoFront Video Recording4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EISBack Flash LightYesBack Camera48 MP + 12 MP + 12 MPBack Video Recording4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, Cinematic mode (4K@24/30fps), 3D (spatial) video, stereo sound rec.ConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes"
Sparx,Sparx Neo 7 Ultra 128GB ROM | 8GB,32599,5.0,95.0,91.0,https://www.daraz.pk/products/20-8gb-ram-256gb-5000mah-pta-i432856844-s2101369194.html?search=1,7,"Display: 6.52"""
Redmi,"Redmi 12 - 6.79"" Inch Display - 8GB",43950,0.0,92.0,85.0,https://www.daraz.pk/products/sparx-neo-5-pro-65-display-2gb-32gb-5000mah-battery-13mp-pta-approved-1-year-warranty-i437917538-s2118964902.html?search=1,94,1 Year Brand Warranty
Tecno,"Tecno Spark 10 Pro , 8GB RAM 128GB",37999,4.1,86.0,76.0,https://www.daraz.pk/products/sparx-neo-7-ultra-128gb-rom-8gb-ram-battery-5000mah-display-652-pta-approved-official-brand-warranty-i433245694-s2076772714.html?search=1,104,6.78 InchesDisplay
Mobile,"Mobile Y85a, Dual Sim, Display 6.2""in, Storage 4/64",17950,5.0,94.0,31.0,https://www.daraz.pk/products/12-4gb-128gb-50-mp-5000mah-i434797635-s2087484552.html?search=1,40,HIGHLIGHTS:
Xiaomi,"Xiaomi 13T , 12GB RAM 256GB ROM ,",172999,0.0,85.0,77.0,https://www.daraz.pk/products/xiaomi-13t-pro-667-inch-amoled-display-12gb-ram-512gb-rom-i434620695-s2084510864.html?search=1,4,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions162.2 x 75.7 x 8.5 mm Weight193 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsAlpine Blue, Meadow Green, Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Redmi,Redmi 12C || 4GB Ram 128GB Rom ||,28999,5.0,94.0,63.0,https://www.daraz.pk/products/7-13-mp-4gb-64gb-5000-mah-i432049716-s2080852409.html?search=1,71,"BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Infinix,Infinix Note 30 RAM 8GB+8GB & 256GB Storage,48499,4.5,88.0,95.0,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i432048376-s2094321959.html?search=1,29,"NOTE 3045W All-Round FastCharge+5000mAh Mega Battery6.78"" FHD+ Eye-care Display with 120Hz Dynamic Refresh Rate64MP Ultra Clear Triple CameraUp to 16GB Extended RAM 8GB+8GB & 256GB StorageHelio G99 6nm Ultra Power Processor with Android 13Dual Speaker with Sound by JBL & Hi-ResSize and WeightMODELX6833BDIMENTION168.62x76.6x8.58mm(Glass Version)/168.62x76.6x8.60mm(Leather Version)WEIGHT219gCOLOURObsidian Black /Interstellar Blue/Sunset GoldPLATFORMCHIPSETMediaTek Helio G99CPUOcta-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)GPUMali-G57 MC2NETWORKTECHNOLOGY2G / 3G / 4GBANDWIDTH*2G：2|3|5|8 3G：B1|5|8 4G：B1|3|5|8|38|40|412G：B2|3|5|8 3G：B1|2|4|5|8 4G： B1|2|3|4|5|7|8|20|28A|28B|38| 41(120M)|402G：B3|8 3G：B1|8 4G：B1|3|7|8|20|28A*Bandwidth availability and connectivity can vary depending on region and local service provider.CAMERACAMERAREAR: 64MP( OmniVison'sOV64B40,1/2'' SENSOR, 6P lens, F1.69，AF)+ 2MP+AI CAMFRONT: 16MP (Hynix's Hi-1631Q， 1/3'' sensor，5P lens，F2.0，FF）APERTUREREAR: F/1.69+F/2.4+F/2.0FRONT: F/2.0FLASHREAR QUAD FLASH+FRONT FLASHSCENE MODESSHORT VIDEO, VIDEO, AI CAM,BEAUTY, SUPER NIGHT, PORTRAIT,SLOW MOTION, TIME-LAPSE, AR SHOT, DOCUMENTSVIEDO RECORDING2K 30FPS/1080P 60FPS/1080P 30FPS/720P 30FPSMEMORYROM256GB/128GBRAM8GBTYPEUFS, LPDDR4EXTERNAL MEMORYUP TO 2TBSENSORS & TOOLSG-SENSORYESE-COMPASSYESGYROSCOPEYESLIGHT SENSORYESPROXIMITY SENSORYESFINGERPRINTYESMOTORYES, Z-AXIS MOTORSAR SENSORNO（Software）MULTIMEDIAAUDIO PLAYBACK*MP3, FLAC, OGG, WAV, AACVIDEO PLAYBACK*MP4,MKV,TS,3GP,WEBMFEATURESJBL,DTS, Hi-RES, WIDVINE L1+*Listed playback information are for reference only. Decoding formats of source files can influence playback support.BATTERYCAPACITY5000mAhCHARGING45W, 5V/9A*Different voltage inputs may affect maximum output power in some regionsCONNECTIONSIM CARD SLOTDUAL NANO SIM+MICRO SDGPS NAVIGATIONYESWIFI(WLAN)Wi-Fi 802.11 (a/b/g/n/ac)BLUETOOTHYESUSB PORTMICRO-USB/ TYPE-COTGYESEARPHONEYES, 3.5 JACKCHARGE OUTPUT5V 2A，11V 4.1AFMYESNFCYES/YES( Availability Varies Between Market)DISPLAYSIZE6.78-INCHSCREEN-TO-BODY RATIO90.6%RESOLUTIONFHD+ 1080*2460TYPEIPS LTPSMATERIALLCDPEAK BRIGHTNESS580nitOTHER FEATURESDCI-P3 WIDECOLOUR GAMUTOPERATING SYSTEMAndroid 13"
Itel,"Itel P40 , 8GB RAM 128GB ROM ,",25999,4.7,85.0,77.0,https://www.daraz.pk/products/a1-4-2gb-32gb-i375939955-s1861306345.html?search=1,35,"BuildOSAndroid 12 Go edition DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsYellow, Blue, Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Itel,Itel S23 - 8GB Ram - 256GB Rom,32500,5.0,92.0,34.0,https://www.daraz.pk/products/vivo-y36-8gb-ram-256gb-rom-50-2-mp-rear-camera-5000mah-battery-i437888231-s2113531369.html?search=1,150,BODY
Samsung,"Samsung Galaxy A04 - 6.5"" Inch Display -",23499,4.8,95.0,50.0,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000-mah-45w-i428380458-s2094154954.html?search=1,14,Brand Warranty
Vivo,Vivo V29 12GB Ram 256GB Rom 6.78 Inches,162999,4.5,92.0,85.0,https://www.daraz.pk/products/sparx-neo-5-plus-3gb-ram-64gb-rom-5000mah-bettery-pta-approved-one-year-brand-warranty-i426609029-s2025388312.html?search=1,19,"General FeaturesRelease Date2023-07-31SIM SupportNano-SIM, eSIM or Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.18 × 74.37 × 7.46 mmPhone Weight186 gOperating SystemFuntouch OS 13DisplayScreen Size6.78 inchesScreen Resolution2800 × 1260 PixelsScreen TypeAMOLEDScreen ProtectionN/AMemoryInternal Memory256 GBRAM12 GBCard SlotNoPerformanceProcessorQualcomm Snapdragon 778GGPUAdreno 642LBatteryType4600 mAhCameraFront Camera50 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording4K@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes"
Infinix,"Infinix Smart 7 , Back Camera 13 MP",25999,4.9,94.0,97.0,https://www.daraz.pk/products/a60s-wach-4gb-128gb-wach-66-mah-i431406016-s2057010875.html?search=1,147,"General FeaturesRelease Date2023-02-09SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.8 x 75.6 x 8.7 mmPhone Weight188 gOperating SystemAndroid 12DisplayScreen Size6.6 inchesScreen Resolution720 x 1612 pixelsScreen TypeIPS LCD, 500 nitsScreen ProtectionN/AMemoryInternal Memory64 GBRAM4 GB/ 3 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorHelio A22GPUPowerVR GE8300BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightYesFront Video Recording720p@30fpsBack Flash LightYesBack Camera13 MP + 0.3 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo"
Redmi,Redmi Note 12 || 8GB Ram 128GB Rom,51399,4.1,86.0,76.0,https://www.daraz.pk/products/infinix-hot-20i-66-inch-display-4gb3gb-extended-ram-128gb-rom-i398311476-s2001134518.html?search=1,110,"Xiaomi Redmi Note 12 detailed specificationsBuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Motorola,Motorola Moto Edge Plus 2020 12GB Ram 256GB,82000,4.5,86.0,76.0,https://www.daraz.pk/products/infinix-note-30-ram-8gb8gb-256gb-storage-678-fhd-5000mah-mega-battery-pta-approved-official-warranty-i429046135-s2098320869.html?search=1,92,"Introducing the cutting-edge technology and exquisite design of the Motorola Moto Edge Plus 2020, now available with an impressive 12GB RAM and a capacious 256GB ROM, all wrapped up in a sleek single SIM configuration. This device has been officially approved by the PTA, ensuring seamless connectivity and usage in Pakistan."
Tecno,"Tecno Spark 10 , 4GB RAM 128GB ROM",29999,5.0,95.0,50.0,https://www.daraz.pk/products/12-6gb-128gb-679-ips-5000-mah-18w-i432721437-s2081882462.html?search=1,147,"General FeaturesRelease Date2023-08-01SIM SupportDual SIM supportPhone Dimensions163.89 x 75.39 x 8.40 mmPhone WeightnullOperating SystemAndroid 13 OSDisplayScreen Size6.6 InchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionnullMemoryInternal Memory128 GBRAM4 GBCard SlotmicroSD Card, (supports up to 256GB)PerformanceProcessor2.05 Ghz Octa CoreGPUPowerVR GE8320"
Vgo,Vgo Tel New 12 || 2GB Ram 64GB,16999,5.0,92.0,85.0,https://www.daraz.pk/products/tecno-camon-20-8gb-rom-256gb-rom-64mp-triple-camera-5000mah-battery-fast-charging-pta-approved-1year-brand-warrenty-i428414881-s2046367833.html?search=1,18,"General FeaturesRelease Date2023-06-20SIM SupportDual SimPhone Dimensions164.5*76*9.1mmPhone WeightN/AOperating SystemN/ADisplayScreen Size6.5Screen Resolution720×1600 PixelsScreen TypeHD+ IPS (Drop Notch)Screen ProtectionNoMemoryInternal Memory64 GBRAM2 GB RAM + 1 GB ExtendedCard SlotSupports up to 128GBPerformanceProcessorQuad-Core 2.0GHz, 12nmGPUGE8300BatteryType5000 mAhCameraFront Camera5 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera13 MP Dual AI CameraBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioN/AWiFiYesNFCNo"
HONOR,HONOR X5 - 2GB RAM 32GB ROM -,19499,4.7,94.0,63.0,https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1,89,PTA Approved
Realme,"Realme Narzo 50A Prime - 6.6"" Inch Display",30590,4.9,90.0,71.0,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i421271122-s1988956005.html?search=1,0,1 Year Brand Warranty
Tecno,"Tecno Spark 10C , 4GB + 4GB Ram",30499,4.3,92.0,34.0,https://www.daraz.pk/products/vivo-y36-8gb-ram-128gb-rom-50-2-mp-rear-camera-5000mah-battery-i426929362-s2026252148.html?search=1,27,"Tecno Spark 10C detailed specificationsBuildOSAndroid 12 OS UIHIOS 8.6 Dimensions163.9 x 75.5 x 8.5 mm WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
infinix,"infinix Smart 7 HD , 2GB + 2GB",21399,5.0,99.0,81.0,https://www.daraz.pk/products/f51a-i426432012-s2023941063.html?search=1,51,"General FeaturesRelease Date2023-04-14SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.88 x 75.51 x 8.65 mmPhone Weight196.5 gOperating SystemAndroid 12DisplayScreen Size6.6 inchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory64 GBRAM2 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorOcta-core 1.6 GHzGPUN/ABatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightYesFront Video Recording720p@30fpsBack Flash LightYesBack Camera8 MP + 0.08 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo"
Infinix,Infinix Note 30 RAM 8 GB ROM 256,47980,4.8,85.0,77.0,https://www.daraz.pk/products/realme-narzo-50a-prime-66-inch-display-4gb-ram-64gb-rom-i424261990-s2010226269.html?search=1,19,"BuildOSAndroid 13 OS UIXOS Dimensions168.6 x 76.6 x 8.6 mm Weight219 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsObsidian Black, Interstellar Blue, Sunset Gold Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Tecno,Tecno Pova 5 Pro 5G || 8GB Ram,59999,4.9,95.0,50.0,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i425014085-s2018706239.html?search=1,114,"BuildOSAndroid 13 OS UIHIOS 13 Dimensions168.5 x 76.5 x 9 mm Weight220 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsDark Illusion, Silver Fantasy, Free Fire Edition Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Samsung,"Samsung Galaxy Note 20 Ultra 5G - 6.9""",159999,4.9,87.0,98.0,https://www.daraz.pk/products/s23-66-hd-16-256gb-50-mp-ai-i434062784-s2082218778.html?search=1,89,"Brand New,"
itel,itel P40 6.6″ HD+ Display | 8+128GB Storage,27999,0.0,91.0,75.0,https://www.daraz.pk/products/5g-v29-12gb-256gb-4600mah-80w-i435013137-s2088351609.html?search=1,58,A powerful bouquet of features to empower your life.
Redmi,"Redmi A1 Plus - 6.52"" Inch Display -",19990,4.9,94.0,63.0,https://www.daraz.pk/products/20-8gb-256gb-64mp-5000mah-i430328036-s2060801927.html?search=1,104,1 Year Brand Warranty
INFINIX,INFINIX HOT 30 PLAY 4GB RAM 64GB ROM,28999,5.0,93.0,71.0,https://www.daraz.pk/products/x5-5g-wach-8gb-256gb-wach-5000mah-i432916376-s2070380365.html?search=1,72,"SIM Support Dual SIM (Nano-SIM, dual stand-by)"
Itel,"Itel A05s , 4GB RAM 64GB ROM ,",19999,4.3,91.0,100.0,https://www.daraz.pk/products/nokia-c31-4gb-64gb-smartphone-with-675-hd-display-and-5050-mah-non-removable-battery-4gb-ram-64gb-rom-android-12-os-2-years-quarterly-security-updates-13mp-triple-rear-and-selfie-cameras-pta-approved-i377693523-s1887139252.html?search=1,67,General FeaturesRelease Date2023-09-30SIM SupportDual SimPhone DimensionsN/APhone WeightN/AOperating SystemAndroid 12 (Go edition)DisplayScreen Size6.6 InchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory64 GBRAM4 GCard SlotmicroSDXCPerformanceProcessorUnisoc SC9863A1 (28nm) Octa-coreGPUIMG8322
Infinix,Infinix Hot 30 || 8GB Ram 128GB Rom,39999,4.8,91.0,75.0,https://www.daraz.pk/products/22-4-3-gb-128gb-5000mah-i386865646-s1909346836.html?search=1,129,"General FeaturesRelease Date2023-08-29SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.7 x 76.6 x 8.4 mmPhone Weight196 gOperating SystemAndroid 13, XOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)"
